date,city,count_review,avg_stars,diff_precip,avg_temp
2016-04-05,Las Vegas,2710,3.8376,0.0,75.5
2016-04-06,Las Vegas,2465,3.9574,0.0,73.5
2016-04-07,Las Vegas,2240,3.8594,0.0,75.0
2016-04-08,Las Vegas,2290,3.8057,0.06,66.0
2016-04-09,Las Vegas,2930,3.8003,1.69,58.5
2016-04-10,Las Vegas,3255,3.7711,0.01,56.5
2016-04-11,Las Vegas,3035,3.7974,0.01,60.5
2016-04-12,Las Vegas,2665,3.8199,0.0,65.0
2016-04-13,Las Vegas,2350,3.7106,0.0,69.0
2016-04-14,Las Vegas,2265,3.7726,0.0,71.5
2016-04-15,Las Vegas,2630,3.9449,0.0,64.5
2016-04-16,Las Vegas,2945,3.7623,0.0,67.5
2016-04-17,Las Vegas,3140,3.7229,0.0,68.5
2016-04-18,Las Vegas,2990,3.7993,0.0,67.5
2016-04-19,Las Vegas,2595,3.9441,0.0,70.5
2016-04-20,Las Vegas,2435,3.9343,0.0,74.5
2016-04-21,Las Vegas,2185,3.8558,0.0,75.5
2016-04-22,Las Vegas,2440,3.8299,0.0,78.0
2016-04-23,Las Vegas,2905,3.8038,0.0,68.5
2016-04-24,Las Vegas,3260,3.8236,0.0,68.0
2016-04-25,Las Vegas,2950,3.7068,0.02,58.0
2016-04-26,Las Vegas,2535,3.7732,0.0,64.0
2016-04-27,Las Vegas,2450,3.7367,0.0,65.0
2016-04-28,Las Vegas,2525,3.798,0.24,59.0
2016-04-29,Las Vegas,2280,3.9101,0.0,63.5
2016-04-30,Las Vegas,2975,3.8454,0.56,57.0
2016-05-01,Las Vegas,3360,3.7262,0.0,64.0
2016-05-02,Las Vegas,2815,3.7691,0.0,66.5
2016-05-03,Las Vegas,2705,3.8891,0.0,72.0
2016-05-04,Las Vegas,2265,3.6247,0.0,77.0
2016-05-05,Las Vegas,2055,3.837,0.0,75.5
2016-05-06,Las Vegas,2630,3.7091,0.27,62.5
2016-05-07,Las Vegas,2480,3.7278,0.21,62.5
2016-05-08,Las Vegas,2995,3.7613,0.0,65.5
2016-05-09,Las Vegas,2630,3.7605,0.0,72.5
2016-05-10,Las Vegas,2095,3.8186,0.0,76.0
2016-05-11,Las Vegas,2340,3.6731,0.0,77.0
2016-05-12,Las Vegas,2430,3.7387,0.0,77.0
2016-05-13,Las Vegas,2380,3.8172,0.0,81.5
2016-05-14,Las Vegas,2560,3.8496,0.0,84.5
2016-05-15,Las Vegas,3145,3.7599,0.0,81.5
2016-05-16,Las Vegas,2735,3.7185,0.0,79.0
2016-05-17,Las Vegas,2325,3.7935,0.0,67.5
2016-05-18,Las Vegas,2620,3.8645,0.0,76.0
2016-05-19,Las Vegas,2460,3.8923,0.0,79.5
2016-05-20,Las Vegas,2285,3.9606,0.0,74.5
2016-05-21,Las Vegas,2645,3.8223,0.0,68.0
2016-05-22,Las Vegas,3155,3.8114,0.0,68.5
2016-05-23,Las Vegas,2585,3.8337,0.0,72.0
2016-05-24,Las Vegas,2765,3.7848,0.0,70.5
2016-05-25,Las Vegas,2540,3.8012,0.0,69.5
2016-05-26,Las Vegas,2485,3.7867,0.0,70.0
2016-05-27,Las Vegas,2600,3.9981,0.0,76.5
2016-05-28,Las Vegas,2860,3.7483,0.0,78.0
2016-05-29,Las Vegas,3280,3.7881,0.0,79.0
2016-05-30,Las Vegas,3180,3.7799,0.0,81.0
2016-05-31,Las Vegas,3170,3.7366,0.0,86.0
2016-06-01,Las Vegas,2935,3.8586,0.0,87.5
2016-06-02,Las Vegas,2735,3.7898,0.0,88.5
2016-06-03,Las Vegas,2510,3.8367,0.0,91.5
2016-06-04,Las Vegas,2630,3.8346,0.0,93.5
2016-06-05,Las Vegas,3115,3.8684,0.0,93.0
2016-06-06,Las Vegas,3160,3.7516,0.0,90.5
2016-06-07,Las Vegas,2635,3.8216,0.0,91.5
2016-06-08,Las Vegas,2535,3.7771,0.0,94.0
2016-06-09,Las Vegas,2445,3.7689,0.0,94.0
2016-06-10,Las Vegas,2255,3.7672,0.0,91.5
2016-06-11,Las Vegas,2760,3.8877,0.0,83.0
2016-06-12,Las Vegas,3065,3.7423,0.0,84.0
2016-06-13,Las Vegas,3245,3.6518,0.0,84.0
2016-06-14,Las Vegas,3100,3.8145,0.0,84.0
2016-06-15,Las Vegas,2405,3.8295,0.0,85.0
2016-06-16,Las Vegas,2885,3.6828,0.0,81.5
2016-06-17,Las Vegas,2870,3.7561,0.0,85.5
2016-06-18,Las Vegas,2695,3.9017,0.0,87.0
2016-06-19,Las Vegas,3065,3.6411,0.0,93.5
2016-06-20,Las Vegas,3040,3.6908,0.0,99.0
2016-06-21,Las Vegas,3185,3.6892,0.0,99.5
2016-06-22,Las Vegas,3135,3.874,0.0,94.5
2016-06-23,Las Vegas,2550,3.8431,0.0,94.0
2016-06-24,Las Vegas,2790,3.819,0.0,94.0
2016-06-25,Las Vegas,3175,3.6929,0.0,94.0
2016-06-26,Las Vegas,3580,3.7095,0.0,94.5
2016-06-27,Las Vegas,3165,3.8468,0.0,96.5
2016-06-28,Las Vegas,2940,3.8554,0.0,98.0
2016-06-29,Las Vegas,3020,3.894,0.0,96.0
2016-06-30,Las Vegas,2805,3.7451,0.0,89.0
2016-07-01,Las Vegas,3110,3.9068,0.0,83.0
2016-07-02,Las Vegas,3180,3.956,0.0,82.5
2016-07-03,Las Vegas,3515,3.7553,0.0,91.5
2016-07-04,Las Vegas,3085,3.7618,0.0,93.0
2016-07-05,Las Vegas,3070,3.6433,0.0,91.0
2016-07-06,Las Vegas,3195,3.7684,0.0,91.5
2016-07-07,Las Vegas,2910,3.8351,0.0,91.0
2016-07-08,Las Vegas,2950,3.9,0.0,92.5
2016-07-09,Las Vegas,3110,3.8473,0.0,92.0
2016-07-10,Las Vegas,3210,3.771,0.0,92.0
2016-07-11,Las Vegas,2945,3.7572,0.0,90.5
2016-07-12,Las Vegas,2600,3.8846,0.0,89.5
2016-07-13,Las Vegas,2960,3.9409,0.0,89.5
2016-07-14,Las Vegas,2700,3.7444,0.0,92.0
2016-07-15,Las Vegas,2980,3.7869,0.0,94.0
2016-07-16,Las Vegas,3485,3.7547,0.0,93.0
2016-07-17,Las Vegas,3480,3.7471,0.0,95.5
2016-07-18,Las Vegas,2890,3.7024,0.0,94.5
2016-07-19,Las Vegas,2915,3.7187,0.0,94.5
2016-07-20,Las Vegas,2535,3.8501,0.0,94.5
2016-07-21,Las Vegas,2580,3.8004,0.0,95.5
2016-07-22,Las Vegas,2510,3.9163,0.0,97.5
2016-07-23,Las Vegas,2665,3.8405,0.0,97.5
2016-07-24,Las Vegas,3130,3.607,0.0,97.5
2016-07-25,Las Vegas,2910,3.6495,0.0,97.0
2016-07-26,Las Vegas,2655,3.6573,0.0,98.0
2016-07-27,Las Vegas,2600,3.6904,0.0,99.5
2016-07-28,Las Vegas,2910,3.878,0.0,101.5
2016-07-29,Las Vegas,2480,3.8367,0.0,101.5
2016-07-30,Las Vegas,3240,3.7191,0.0,96.0
2016-07-31,Las Vegas,3545,3.6417,0.0,90.5
2016-08-01,Las Vegas,2850,3.7228,0.0,90.0
2016-08-02,Las Vegas,2530,3.7648,0.0,93.0
2016-08-03,Las Vegas,2785,3.8079,0.0,91.0
2016-08-04,Las Vegas,2770,3.8069,0.0,78.0
2016-08-05,Las Vegas,2760,3.7844,0.0,87.5
2016-08-06,Las Vegas,3150,3.7937,0.0,93.0
2016-08-07,Las Vegas,3395,3.7791,0.0,93.5
2016-08-08,Las Vegas,3365,3.8098,0.0,92.5
2016-08-09,Las Vegas,2840,3.7958,0.0,92.0
2016-08-10,Las Vegas,2695,3.7662,0.0,90.5
2016-08-11,Las Vegas,2415,3.7267,0.0,88.0
2016-08-12,Las Vegas,2805,3.7718,0.0,90.0
2016-08-13,Las Vegas,2650,3.883,0.0,94.5
2016-08-14,Las Vegas,3480,3.6336,0.0,95.0
2016-08-15,Las Vegas,2870,3.6725,0.0,95.5
2016-08-16,Las Vegas,2645,3.7543,0.0,92.5
2016-08-17,Las Vegas,2405,3.7775,0.0,92.0
2016-08-18,Las Vegas,2535,3.8343,0.0,92.0
2016-08-19,Las Vegas,2525,3.804,0.0,89.5
2016-08-20,Las Vegas,2875,3.7513,0.0,91.5
2016-08-21,Las Vegas,3105,3.5926,0.0,90.0
2016-08-22,Las Vegas,2730,3.7418,0.0,83.0
2016-08-23,Las Vegas,2760,3.7101,0.0,80.0
2016-08-24,Las Vegas,2650,3.7453,0.0,87.5
2016-08-25,Las Vegas,2310,3.8463,0.0,88.5
2016-08-26,Las Vegas,2535,3.8146,0.0,86.5
2016-08-27,Las Vegas,2825,3.6319,0.0,79.0
2016-08-28,Las Vegas,3080,3.7825,0.0,84.0
2016-08-29,Las Vegas,2925,3.7709,0.0,88.5
2016-08-30,Las Vegas,2230,3.7713,0.0,90.5
2016-08-31,Las Vegas,2175,3.7678,0.0,91.0
2016-09-01,Las Vegas,2315,3.7581,0.0,91.5
2016-09-02,Las Vegas,2385,3.8952,0.0,90.5
2016-09-03,Las Vegas,2830,3.6802,0.0,86.0
2016-09-04,Las Vegas,3500,3.7743,0.0,83.5
2016-09-05,Las Vegas,3050,3.6492,0.0,80.0
2016-09-06,Las Vegas,2590,3.8069,0.0,81.5
2016-09-07,Las Vegas,2495,3.7776,0.0,81.5
2016-09-08,Las Vegas,2390,3.7971,0.0,86.0
2016-09-09,Las Vegas,2200,3.9159,0.0,86.5
2016-09-10,Las Vegas,2730,3.859,0.0,87.0
2016-09-11,Las Vegas,2960,3.7973,0.0,87.5
2016-09-12,Las Vegas,2540,3.7657,0.0,85.5
2016-09-13,Las Vegas,2275,3.9451,0.0,78.5
2016-09-14,Las Vegas,2190,3.8219,0.0,73.5
2016-09-15,Las Vegas,2180,3.75,0.0,77.5
2016-09-16,Las Vegas,2570,3.7879,0.0,78.0
2016-09-17,Las Vegas,2800,3.8107,0.0,80.0
2016-09-18,Las Vegas,3015,3.7148,0.0,82.5
2016-09-19,Las Vegas,2515,3.835,0.0,83.0
2016-09-20,Las Vegas,2080,3.8678,0.0,78.5
2016-09-21,Las Vegas,2265,3.8764,0.0,74.5
2016-09-22,Las Vegas,1970,3.9137,0.0,76.5
2016-09-23,Las Vegas,2305,3.7289,0.0,70.0
2016-09-24,Las Vegas,2595,3.7688,0.0,75.5
2016-09-25,Las Vegas,2830,3.682,0.0,77.0
2016-09-26,Las Vegas,2490,3.7369,0.0,77.5
2016-09-27,Las Vegas,2390,3.7259,0.0,78.0
2016-09-28,Las Vegas,2440,3.8566,0.0,79.0
2016-09-29,Las Vegas,2085,3.8513,0.0,78.0
2016-09-30,Las Vegas,2120,3.9009,0.0,81.0
2016-10-01,Las Vegas,2545,3.8782,0.0,80.0
2016-10-02,Las Vegas,2670,3.8202,0.0,78.5
2016-10-03,Las Vegas,2595,3.6898,0.0,68.5
2016-10-04,Las Vegas,2340,3.7799,0.0,68.0
2016-10-05,Las Vegas,2035,3.8821,0.0,68.5
2016-10-06,Las Vegas,2125,3.7294,0.0,69.5
2016-10-07,Las Vegas,2030,3.8966,0.0,69.0
2016-10-08,Las Vegas,2555,3.7593,0.0,73.0
2016-10-09,Las Vegas,2970,3.6111,0.0,75.5
2016-10-10,Las Vegas,2525,3.6931,0.0,77.0
2016-10-11,Las Vegas,2300,3.7783,0.0,77.5
2016-10-12,Las Vegas,2135,3.8759,0.0,74.0
2016-10-13,Las Vegas,2115,3.8274,0.0,75.0
2016-10-14,Las Vegas,2180,3.945,0.0,79.5
2016-10-15,Las Vegas,2835,3.8042,0.0,81.5
2016-10-16,Las Vegas,2940,3.7687,0.0,76.0
2016-10-17,Las Vegas,2810,3.7616,0.0,69.0
2016-10-18,Las Vegas,2105,3.8741,0.0,69.0
2016-10-19,Las Vegas,2250,3.7889,0.0,70.0
2016-10-20,Las Vegas,2055,3.9002,0.0,67.5
2016-10-21,Las Vegas,2325,3.8108,0.0,68.0
2016-10-22,Las Vegas,2640,3.9564,0.0,72.5
2016-10-23,Las Vegas,3160,3.8038,0.07,72.0
2016-10-24,Las Vegas,2400,3.5375,0.16,64.0
2016-10-25,Las Vegas,2345,3.7996,0.0,66.5
2016-10-26,Las Vegas,2225,3.809,0.0,68.0
2016-10-27,Las Vegas,2240,3.7545,0.0,69.0
2016-10-28,Las Vegas,2430,3.8868,0.0,69.0
2016-10-29,Las Vegas,2420,3.9029,0.0,70.0
2016-10-30,Las Vegas,2715,3.8471,0.0,73.5
2016-10-31,Las Vegas,2450,3.8449,0.0,64.5
2016-11-01,Las Vegas,1935,3.863,0.0,61.0
2016-11-02,Las Vegas,2040,3.7819,0.0,66.0
2016-11-03,Las Vegas,2200,3.9091,0.0,71.0
2016-11-04,Las Vegas,2055,3.6813,0.0,70.5
2016-11-05,Las Vegas,2735,3.8245,0.0,68.5
2016-11-06,Las Vegas,2740,3.7774,0.0,66.5
2016-11-07,Las Vegas,2595,3.8555,0.0,67.5
2016-11-08,Las Vegas,2200,3.8432,0.0,68.5
2016-11-09,Las Vegas,1670,3.7994,0.0,67.5
2016-11-10,Las Vegas,1910,3.7775,0.0,66.5
2016-11-11,Las Vegas,2260,3.8296,0.0,64.5
2016-11-12,Las Vegas,2405,3.7464,0.0,63.5
2016-11-13,Las Vegas,2620,3.708,0.0,64.5
2016-11-14,Las Vegas,2755,3.784,0.0,65.0
2016-11-15,Las Vegas,2435,3.7988,0.0,61.5
2016-11-16,Las Vegas,2085,3.8082,0.0,67.0
2016-11-17,Las Vegas,2180,3.8188,0.0,53.0
2016-11-18,Las Vegas,2325,3.8215,0.0,49.0
2016-11-19,Las Vegas,2295,3.7996,0.0,53.0
2016-11-20,Las Vegas,2795,3.8032,0.0,58.0
2016-11-21,Las Vegas,2900,3.7759,0.0,55.5
2016-11-22,Las Vegas,2490,3.761,0.0,56.0
2016-11-23,Las Vegas,1965,3.7252,0.0,53.0
2016-11-24,Las Vegas,1995,3.6667,0.0,51.5
2016-11-25,Las Vegas,1560,3.5288,0.0,50.0
2016-11-26,Las Vegas,2925,3.5761,0.0,50.0
2016-11-27,Las Vegas,3345,3.704,0.0,47.5
2016-11-28,Las Vegas,2645,3.7599,0.0,51.0
2016-11-29,Las Vegas,2275,3.8242,0.0,48.5
2016-11-30,Las Vegas,2470,3.8846,0.0,43.5
2016-12-01,Las Vegas,2160,3.963,0.0,46.0
2016-12-02,Las Vegas,2020,3.8045,0.0,49.5
2016-12-03,Las Vegas,2270,3.8304,0.0,50.5
2016-12-04,Las Vegas,2950,3.8424,0.0,47.5
2016-12-05,Las Vegas,2670,3.7903,0.0,47.5
2016-12-06,Las Vegas,2285,3.8621,0.0,50.0
2016-12-07,Las Vegas,1985,3.8942,0.0,45.5
2016-12-08,Las Vegas,2265,3.9316,0.0,43.0
2016-12-09,Las Vegas,2065,3.8232,0.0,45.5
2016-12-10,Las Vegas,2395,3.9624,0.0,47.5
2016-12-11,Las Vegas,2550,3.6294,0.0,53.0
2016-12-12,Las Vegas,2455,3.8758,0.0,52.5
2016-12-13,Las Vegas,2155,3.8329,0.0,52.5
2016-12-14,Las Vegas,2140,3.986,0.0,50.5
2016-12-15,Las Vegas,2115,3.8913,0.0,57.0
2016-12-16,Las Vegas,2180,3.7959,0.01,58.0
2016-12-17,Las Vegas,2365,3.7907,0.0,41.0
2016-12-18,Las Vegas,2635,3.6205,0.0,38.5
2016-12-19,Las Vegas,2440,3.7008,0.0,42.5
2016-12-20,Las Vegas,2500,3.778,0.0,42.0
2016-12-21,Las Vegas,2560,3.7461,0.0,50.5
2016-12-22,Las Vegas,2630,3.692,0.41,46.5
2016-12-23,Las Vegas,2380,3.7227,0.1,49.0
2016-12-24,Las Vegas,2345,3.7974,0.28,44.5
2016-12-25,Las Vegas,2050,3.3024,0.0,40.0
2016-12-26,Las Vegas,2660,3.3929,0.0,39.0
2016-12-27,Las Vegas,3305,3.5174,0.0,42.0
2016-12-28,Las Vegas,3390,3.4764,0.0,43.0
2016-12-29,Las Vegas,3625,3.7214,0.0,48.0
2016-12-30,Las Vegas,3780,3.7394,0.01,44.5
2016-12-31,Las Vegas,3420,3.7105,0.0,46.5
2017-01-01,Las Vegas,2520,3.7302,0.0,48.0
2017-01-02,Las Vegas,3335,3.6627,0.0,51.5
2017-01-03,Las Vegas,2960,3.8598,0.0,49.5
2017-01-04,Las Vegas,3000,3.8483,0.0,48.0
2017-01-05,Las Vegas,2675,3.8766,0.0,54.5
2017-01-06,Las Vegas,2815,3.8366,0.0,40.0
2017-01-07,Las Vegas,3070,3.9218,0.0,40.0
2017-01-08,Las Vegas,3710,3.6712,0.0,48.5
2017-01-09,Las Vegas,2955,3.8494,0.0,55.0
2017-01-10,Las Vegas,2460,3.9106,0.0,53.0
2017-01-11,Las Vegas,2130,3.9108,0.0,59.5
2017-01-12,Las Vegas,2255,3.918,0.09,52.0
2017-01-13,Las Vegas,2465,3.9757,0.1,51.5
2017-01-14,Las Vegas,3230,3.9056,0.0,54.0
2017-01-15,Las Vegas,3385,3.8227,0.0,50.5
2017-01-16,Las Vegas,3265,3.8974,0.0,48.5
2017-01-17,Las Vegas,2880,3.9063,0.0,0.0
2017-01-18,Las Vegas,2545,3.8998,0.0,43.5
2017-01-19,Las Vegas,2495,3.994,0.0,49.5
2017-01-20,Las Vegas,2490,3.9458,0.4,45.5
2017-01-21,Las Vegas,2985,3.876,0.0,48.5
2017-01-22,Las Vegas,2955,3.8426,0.6,45.5
2017-01-23,Las Vegas,3025,3.8281,0.1,46.5
2017-01-24,Las Vegas,2510,3.9681,0.0,43.0
2017-01-25,Las Vegas,2410,3.971,0.0,42.5
2017-01-26,Las Vegas,2350,3.9426,0.0,41.0
2017-01-27,Las Vegas,2240,3.8996,0.0,44.0
2017-01-28,Las Vegas,3000,3.98,0.0,45.0
2017-01-29,Las Vegas,3215,3.8631,0.0,48.5
2017-01-30,Las Vegas,2625,3.8971,0.0,51.0
2017-01-31,Las Vegas,2840,3.993,0.0,50.5
2017-02-01,Las Vegas,2465,3.9797,0.0,51.0
2017-02-02,Las Vegas,2350,4.0681,0.0,55.5
2017-02-03,Las Vegas,2300,3.8239,0.0,59.0
2017-02-04,Las Vegas,2920,3.9795,0.0,55.5
2017-02-05,Las Vegas,2740,3.8832,0.0,53.0
2017-02-06,Las Vegas,2120,3.9835,0.0,58.0
2017-02-07,Las Vegas,2320,3.9935,0.0,60.5
2017-02-08,Las Vegas,2510,4.0458,0.0,59.0
2017-02-09,Las Vegas,2425,3.9629,0.0,61.5
2017-02-10,Las Vegas,2620,3.979,0.0,66.0
2017-02-11,Las Vegas,2980,3.8037,0.08,58.0
2017-02-12,Las Vegas,3605,3.7725,0.01,58.0
2017-02-13,Las Vegas,2840,3.8521,0.0,60.0
2017-02-14,Las Vegas,2235,3.7517,0.0,60.0
2017-02-15,Las Vegas,3080,3.8636,0.0,57.0
2017-02-16,Las Vegas,2730,3.8388,0.0,57.5
2017-02-17,Las Vegas,2715,3.8803,0.05,57.0
2017-02-18,Las Vegas,3450,3.7826,0.71,54.0
2017-02-19,Las Vegas,3905,3.8374,0.04,54.0
2017-02-20,Las Vegas,3605,3.6976,0.0,58.0
2017-02-21,Las Vegas,2790,3.7563,0.0,60.5
2017-02-22,Las Vegas,2775,3.8631,0.0,56.0
2017-02-23,Las Vegas,2660,3.859,0.0,48.0
2017-02-24,Las Vegas,2595,3.8131,0.0,45.0
2017-02-25,Las Vegas,3255,3.7819,0.0,42.5
2017-02-26,Las Vegas,3370,3.7003,0.0,47.5
2017-02-27,Las Vegas,3040,3.7977,0.0,52.0
2017-02-28,Las Vegas,2595,3.815,0.0,53.0
2017-03-01,Las Vegas,2470,3.8522,0.0,51.0
2017-03-02,Las Vegas,2305,3.8894,0.0,55.5
2017-03-03,Las Vegas,2475,3.7798,0.0,56.0
2017-03-04,Las Vegas,3070,3.8762,0.0,63.0
2017-03-05,Las Vegas,3375,3.6874,0.0,57.5
2017-03-06,Las Vegas,3090,3.7735,0.0,48.0
2017-03-07,Las Vegas,2315,3.9136,0.0,52.0
2017-03-08,Las Vegas,2810,3.8701,0.0,62.0
2017-03-09,Las Vegas,2180,3.8555,0.0,65.5
2017-03-10,Las Vegas,2385,3.7547,0.0,65.0
2017-03-11,Las Vegas,2845,3.8102,0.0,69.5
2017-03-12,Las Vegas,3410,3.8196,0.0,72.0
2017-03-13,Las Vegas,3215,3.6827,0.0,68.5
2017-03-14,Las Vegas,2455,3.89,0.0,72.0
2017-03-15,Las Vegas,2555,3.8063,0.0,72.0
2017-03-16,Las Vegas,2395,3.8664,0.0,71.0
2017-03-17,Las Vegas,2440,3.7992,0.0,72.5
2017-03-18,Las Vegas,2720,3.6103,0.0,74.0
2017-03-19,Las Vegas,3470,3.781,0.0,74.5
2017-03-20,Las Vegas,3185,3.7661,0.0,76.0
2017-03-21,Las Vegas,2750,3.8382,0.0,75.5
2017-03-22,Las Vegas,2680,3.7705,0.0,65.0
2017-03-23,Las Vegas,2720,3.7445,0.0,62.5
2017-03-24,Las Vegas,2500,3.84,0.0,60.0
2017-03-25,Las Vegas,3225,3.814,0.0,64.0
2017-03-26,Las Vegas,3700,3.8257,0.0,60.5
2017-03-27,Las Vegas,3155,3.7195,0.0,60.5
2017-03-28,Las Vegas,2880,3.783,0.0,61.0
2017-03-29,Las Vegas,3050,3.7885,0.0,65.5
2017-03-30,Las Vegas,3095,3.8982,0.0,63.0
2017-03-31,Las Vegas,2910,3.8471,0.0,55.5
2017-04-01,Las Vegas,3150,3.8206,0.0,65.5
2017-04-02,Las Vegas,3520,3.6989,0.0,67.0
2017-04-03,Las Vegas,3260,3.7669,0.13,62.5
2017-04-04,Las Vegas,2645,3.8488,0.0,59.0
2017-04-05,Las Vegas,2670,3.779,0.0,63.0
2017-04-06,Las Vegas,2725,3.9394,0.0,68.0
2017-04-07,Las Vegas,3300,3.9697,0.0,74.5
2017-04-08,Las Vegas,3430,3.8047,0.0,65.5
2017-04-09,Las Vegas,3575,3.793,0.0,58.5
2017-04-10,Las Vegas,3485,3.8537,0.0,62.5
2017-04-11,Las Vegas,2890,3.8962,0.0,66.0
2017-04-12,Las Vegas,2690,3.8513,0.0,69.5
2017-04-13,Las Vegas,2765,3.8825,0.0,71.5
2017-04-14,Las Vegas,2850,3.8123,0.0,66.0
2017-04-15,Las Vegas,3495,3.7697,0.0,69.5
2017-04-16,Las Vegas,3355,3.769,0.0,72.5
2017-04-17,Las Vegas,3265,3.8698,0.0,75.0
2017-04-18,Las Vegas,2805,3.7897,0.0,73.0
2017-04-19,Las Vegas,2960,3.8497,0.0,70.5
2017-04-20,Las Vegas,2735,3.8995,0.0,71.5
2017-04-21,Las Vegas,2735,3.8501,0.0,70.5
2017-04-22,Las Vegas,3035,3.7891,0.0,70.5
2017-04-23,Las Vegas,3415,3.8448,0.0,75.5
2017-04-24,Las Vegas,3210,3.7492,0.0,72.0
2017-04-25,Las Vegas,2615,3.7801,0.0,70.0
2017-04-26,Las Vegas,2595,3.7457,0.0,71.0
2017-04-27,Las Vegas,2825,3.7327,0.0,76.0
2017-04-28,Las Vegas,2700,3.8019,0.0,65.0
2017-04-29,Las Vegas,3455,3.7728,0.0,66.5
2017-04-30,Las Vegas,3575,3.7259,0.0,69.5
2017-05-01,Las Vegas,3195,3.8326,0.0,76.0
2017-05-02,Las Vegas,2945,3.7997,0.0,80.5
2017-05-03,Las Vegas,2725,3.8752,0.0,80.5
2017-05-04,Las Vegas,2930,3.9539,0.0,80.0
2017-05-05,Las Vegas,2715,3.7919,0.0,84.0
2017-05-06,Las Vegas,2870,3.7561,0.0,76.5
2017-05-07,Las Vegas,3450,3.8304,0.0,58.5
2017-05-08,Las Vegas,2795,3.8014,0.0,66.0
2017-05-09,Las Vegas,2435,3.8337,0.0,66.5
2017-05-10,Las Vegas,2560,3.8652,0.0,64.5
2017-05-11,Las Vegas,2685,3.7561,0.0,75.0
2017-05-12,Las Vegas,2710,3.7122,0.0,78.5
2017-05-13,Las Vegas,3095,3.7577,0.0,73.0
2017-05-14,Las Vegas,3310,3.7402,0.0,71.0
2017-05-15,Las Vegas,3345,3.6861,0.0,68.0
2017-05-16,Las Vegas,3100,3.7306,0.0,67.5
2017-05-17,Las Vegas,2640,3.9867,0.0,68.5
2017-05-18,Las Vegas,2645,3.9943,0.0,64.5
2017-05-19,Las Vegas,2640,3.7424,0.0,66.0
2017-05-20,Las Vegas,2785,3.7917,0.0,74.5
2017-05-21,Las Vegas,3405,3.7606,0.0,79.5
2017-05-22,Las Vegas,3020,3.8725,0.0,82.5
2017-05-23,Las Vegas,2645,3.8204,0.0,86.5
2017-05-24,Las Vegas,2510,3.9064,0.0,87.0
2017-05-25,Las Vegas,2520,3.8056,0.0,85.5
2017-05-26,Las Vegas,2675,3.8953,0.0,80.5
2017-05-27,Las Vegas,3275,3.8366,0.0,81.0
2017-05-28,Las Vegas,3580,3.7332,0.0,82.0
2017-05-29,Las Vegas,3445,3.9115,0.0,84.5
2017-05-30,Las Vegas,3395,3.894,0.0,85.5
2017-05-31,Las Vegas,3305,3.6989,0.0,84.0
2017-06-01,Las Vegas,2805,3.7914,0.0,81.0
2017-06-02,Las Vegas,2620,3.8359,0.0,82.0
2017-06-03,Las Vegas,3025,3.8711,0.0,87.5
2017-06-04,Las Vegas,3160,3.8228,0.0,90.0
2017-06-05,Las Vegas,3035,3.8138,0.0,90.5
2017-06-06,Las Vegas,2990,3.8027,0.0,88.5
2017-06-07,Las Vegas,2485,3.8129,0.0,87.0
2017-06-08,Las Vegas,2210,3.7511,0.0,87.5
2017-06-09,Las Vegas,3720,3.8226,0.0,85.0
2017-06-10,Las Vegas,3340,3.7186,0.0,82.0
2017-06-11,Las Vegas,3850,3.8351,0.0,76.5
2017-06-12,Las Vegas,3145,3.8172,0.0,69.0
2017-06-13,Las Vegas,2750,3.8255,0.0,76.5
2017-06-14,Las Vegas,2605,3.7946,0.0,83.0
2017-06-15,Las Vegas,2640,3.8239,0.0,88.0
2017-06-16,Las Vegas,3000,3.76,0.0,92.0
2017-06-17,Las Vegas,3255,3.8925,0.0,93.0
2017-06-18,Las Vegas,3455,3.7569,0.0,97.5
2017-06-19,Las Vegas,3230,3.709,0.0,99.0
2017-06-20,Las Vegas,3430,3.6647,0.0,100.5
2017-06-21,Las Vegas,2945,3.747,0.0,97.5
2017-06-22,Las Vegas,3110,3.7894,0.0,97.5
2017-06-23,Las Vegas,3145,3.8013,0.0,100.5
2017-06-24,Las Vegas,3600,3.7181,0.0,100.0
2017-06-25,Las Vegas,4025,3.7925,0.0,101.5
2017-06-26,Las Vegas,3710,3.8046,0.0,98.0
2017-06-27,Las Vegas,3330,3.8604,0.0,92.5
2017-06-28,Las Vegas,3000,3.865,0.0,91.5
2017-06-29,Las Vegas,3240,3.7855,0.0,92.0
2017-06-30,Las Vegas,3430,3.8411,0.0,92.5
2017-07-01,Las Vegas,3350,3.7433,0.0,94.5
2017-07-02,Las Vegas,3845,3.7386,0.0,92.0
2017-07-03,Las Vegas,3775,3.6808,0.0,90.0
2017-07-04,Las Vegas,3430,3.7595,0.0,91.0
2017-07-05,Las Vegas,3025,3.6909,0.0,95.0
2017-07-06,Las Vegas,3200,3.8109,0.0,99.0
2017-07-07,Las Vegas,3135,3.7815,0.0,102.5
2017-07-08,Las Vegas,3965,3.802,0.0,101.0
2017-07-09,Las Vegas,3970,3.8123,0.0,97.0
2017-07-10,Las Vegas,3805,3.8331,0.11,95.5
2017-07-11,Las Vegas,3180,3.739,0.0,92.5
2017-07-12,Las Vegas,3100,3.7823,0.0,93.0
2017-07-13,Las Vegas,3030,3.8993,0.0,93.0
2017-07-14,Las Vegas,4015,3.8381,0.0,96.5
2017-07-15,Las Vegas,3565,3.8191,0.0,100.0
